ts,Label,Site,Customer
2023-06-06 19:23:35,leaving lab,R1,P42
2023-06-06 19:31:15,bedroom fan on,H1,P2
2023-06-06 19:33:24,cleaning table,H1,P1
2023-06-06 19:35:12,dining fan of,H1,P1
2023-06-06 19:37:53,cleaning dishes,H1,P1
2023-06-06 19:58:33,making tea,H1,P1
2023-06-06 20:04:14,complete,H1,P1
2023-06-06 20:13:15,bedroom fan off,H1,P2
2023-06-06 20:13:32,dining fan on,H1,P2
2023-06-06 20:24:40,going out from lab,R1,P36
2023-06-06 20:38:37,return to lab,R1,P37
2023-06-06 21:02:39,return to lab,R1,P36
2023-06-06 21:03:52,return to lab ,R1,P41
2023-06-06 21:20:51,bedroom fan on,H1,P1
2023-06-06 21:32:36,cutting ladies finger and potato,H1,P1
2023-06-06 21:42:08,going out from lab ,R1,P41
2023-06-06 21:42:24,going out from lab,R1,P36
2023-06-06 21:42:23,going out from lab,R1,P37
2023-06-06 11:18:44,breakfast cooking at kitchen,H9,P19
2023-06-06 11:18:53,vegetable frying at kitchen,H9,P19
2023-06-06 11:19:02,door open at bedroom,H9,P19
2023-06-06 21:49:15,frying potato and ladies finger,H1,P1
2023-06-06 22:12:19,dining fan on,H1,P1
2023-06-06 22:12:28,bedroom fan off,H1,P1
2023-06-06 22:15:16,cutting mango,H1,P1
2023-06-06 22:16:00,eating dinner,H1,P1
2023-06-06 22:28:53,cleaning table,H1,P1
2023-06-06 22:36:30,watching this is,H1,P1
2023-06-06 22:39:17,complete,H1,P1
2023-06-06 22:39:24,cleaning kitchen,H1,P1
2023-06-06 22:41:16,dining fan off,H1,P1
2023-06-06 22:41:29,cleaning kitchen complete,H1,P1
2023-06-06 22:41:54,closing kitchen,H1,P1
2023-06-06 22:44:20,bedroom fan on,H1,P1
2023-06-06 22:49:39,bedroom fan of,H1,P1
2023-06-06 22:52:57,return to lab,R1,P37
2023-06-06 22:53:09,return to lab,R1,P36
2023-06-06 22:56:35,mosquito hit on,H1,P1
2023-06-06 22:56:56,going to sleep,H1,P1
2023-06-06 23:13:28,stand fan on in my desk,R1,P36
2023-06-06 23:50:47,deep oil frying of stuffed ash gourd at 12:40 pm approx. and 10:10 pm approx. ,H7,P16
2023-06-06 23:51:33,frying potatoes in oil at 8:45 pm approx. ,H7,P16
2023-06-06 23:53:33,making of parathas at 8:30 pm approx. on 05.06.2023,H7,P16
2023-06-07 01:05:43,stand fan off,R1,P36
2023-06-07 03:22:15,stand fan on in my desk,R1,P36
2023-06-07 04:46:43,stand fan off,R1,P36
2023-06-07 06:44:22,going to wake up,H1,P1
2023-06-07 06:44:39,bedroom fan off,H1,P1
2023-06-07 06:45:12,musquito heat off ,H1,P1
2023-06-07 06:45:25,normal weather,H1,P1
2023-06-07 06:46:04,making tea,H1,P1
2023-06-07 06:52:00,tea making complete,H1,P1
2023-06-07 06:52:19,taking tea in bedroom,H1,P1
2023-06-07 07:29:32,bedroom fan of,H1,P1
2023-06-07 07:38:29,sweeping house,H1,P1
2023-06-07 07:42:03,mopping house,H1,P1
2023-06-07 07:46:20,dining fan on,H1,P1
2023-06-07 07:50:53,cutting vegetables,H1,P1
2023-06-07 07:53:32,boiling egg,H1,P1
2023-06-07 07:58:49,complete,H1,P1
2023-06-07 07:59:12,cooking rice,H1,P1
2023-06-07 08:09:19,cutting complete,H1,P1
2023-06-07 08:09:32,cooking rice complete,H1,P1
2023-06-07 08:10:13,boiling potato and goard,H1,P1
2023-06-07 08:14:59,boiling potato and goard complete ,H1,P1
2023-06-07 08:16:03,making posto,H1,P1
2023-06-07 08:16:42,dining fan off,H1,P1
2023-06-07 08:21:58,complete,H1,P1
2023-06-07 08:24:34,hitting rice,H1,P1
2023-06-07 08:27:51,rice complete,H1,P1
2023-06-07 08:28:42,frying egg,H1,P1
2023-06-07 08:31:27,making curry,H1,P1
2023-06-07 08:36:57,boiled 4 cups of tea,H3,P7
2023-06-07 08:36:58,boiled 4 cups of tea,H3,P7
2023-06-07 08:38:06,Qari complete,H1,P1
2023-06-07 08:41:16,washing utensils ,H3,P7
2023-06-07 08:41:28,frying ladies finger,H1,P1
2023-06-07 08:45:35,complete,H1,P1
2023-06-07 08:57:28,lighting dhup stick,H1,P1
2023-06-07 08:57:56,going out from lab ,R1,P41
2023-06-07 08:57:59,going out from lab ,R1,P41
2023-06-07 08:58:00,going out from lab ,R1,P41
2023-06-07 08:58:01,going out from lab ,R1,P41
2023-06-07 08:58:02,going out from lab ,R1,P41
2023-06-07 08:58:03,going out from lab ,R1,P41
2023-06-07 08:58:03,going out from lab ,R1,P41
2023-06-07 08:58:12,going out from lab,R1,P36
2023-06-07 08:58:26,both AC on,R1,P36
2023-06-07 08:58:32,fan is off,R1,P36
2023-06-07 09:11:13,dining fan on,H1,P1
2023-06-07 09:11:15,dining fan on,H1,P1
2023-06-07 09:11:27,cutting mango,H1,P1
2023-06-07 09:19:19,eating rice,H1,P1
2023-06-07 09:32:10,cleaning table,H1,P1
2023-06-07 09:34:56,dining fan off,H1,P1
2023-06-07 09:43:46,bedroom fan on,H1,P1
2023-06-07 10:18:24,bedroom fan off,H1,P1
2023-06-07 10:32:54,frying pointed gourd,H7,P16
2023-06-07 10:43:27,came to lab ,R1,P40
2023-06-07 11:01:34,bedroom fan on,H1,P1
2023-06-07 11:48:57,going out from ,R1,P40
2023-06-07 12:20:56,came to lab,R1,P42
2023-06-07 12:21:12,return to lab,R1,P36
2023-06-07 12:21:24,stand fan on in my desk,R1,P36
2023-06-07 12:24:04, frying fishes,H7,P16
2023-06-07 12:33:22,frying fish eggs,H7,P16
2023-06-07 12:47:50,stand fan off,R1,P36
2023-06-07 13:13:53,bedroom fan of,H1,P1
2023-06-07 13:31:40,turned on AC. Windows closed.,H3,P7
2023-06-07 13:38:13,going out from lab,R1,P36
2023-06-07 14:32:36,stand fan on in my desk,R1,P36
2023-06-07 14:32:44,return to lab,R1,P36
2023-06-07 14:51:07,going out for washroom,R1,P42
2023-06-07 14:51:10,return to lab,R1,P41
2023-06-07 14:55:46,return to lab,R1,P42
2023-06-07 14:58:44,AC off,H3,P7
2023-06-07 15:12:08,going out from lab,R1,P36
2023-06-07 15:13:16,return to lab,R1,P39
2023-06-07 16:04:23,came to lab ,R1,P40
2023-06-07 16:34:45,going out from lab ,R1,P41
2023-06-07 17:02:35,return to lab ,R1,P41
2023-06-07 17:04:55,making tea,H1,P1
2023-06-07 17:09:51,complete,H1,P1
2023-06-07 17:10:13,dining fan on,H1,P1
2023-06-07 17:22:16,dining fan off,H1,P1
2023-06-07 17:43:04,going out from lab ,R1,P41
2023-06-07 17:44:42,leaving lab,R1,P42
2023-06-07 18:07:01,going out from lab ,R1,P40
2023-06-07 18:55:58,lighting dhup stick,H1,P1
2023-06-07 19:00:33,return to lab,R1,P41
2023-06-07 19:04:01,making televagha,H1,P1
2023-06-07 19:12:56,complete,H1,P1
2023-06-07 19:13:10,dining fan on,H1,P1
2023-06-07 19:15:55,eating muri,H1,P1
2023-06-07 19:31:16,cleaning table,H1,P1
2023-06-07 19:33:26,bedroom fan on,H1,P1
2023-06-07 19:33:39,dining fan of,H1,P1
2023-06-07 19:59:11,frying bread pakodas,H3,P7
2023-06-07 20:09:13,bedroom fan of,H1,P1
2023-06-07 20:31:13,dining fan on,H1,P1
2023-06-07 21:14:07,turned on AC 10 minutes ago,H3,P8
2023-06-07 21:18:28,dining fan off,H1,P1
2023-06-07 21:20:07,making dal,H1,P1
2023-06-07 21:35:58,making roti,H1,P1
2023-06-07 21:41:45,Roti complete,H1,P1
2023-06-07 21:42:25,fine online ginger garlic and hitting dal,H1,P1
2023-06-07 21:50:21,Dal complete,H1,P1
2023-06-07 21:50:35,dining fan on,H1,P1
2023-06-07 21:50:47,eating dinner,H1,P1
2023-06-07 22:00:16,cooking chalkumro Bhaja,H7,P15
2023-06-07 22:00:41,cleaning table,H1,P1
2023-06-07 22:00:41,exhaust on window open,H7,P15
2023-06-07 22:09:00,washing dishes ,H1,P1
2023-06-07 22:14:45,complete,H1,P1
2023-06-07 22:15:10,cleaning kitchen,H1,P1
2023-06-07 22:18:34,complete,H1,P1
2023-06-07 22:18:48,closing kitchen,H1,P1
2023-06-07 22:27:56,return to lab,R1,P36
2023-06-07 22:28:36,fan is on,R1,P36
2023-06-07 22:35:20,return to lab,R1,P39
2023-06-07 22:41:34,dining fan off,H1,P1
2023-06-07 12:42:34,breakfast cooking at kitchen,H9,P19
2023-06-07 23:13:14,AC on.,H3,P7
2023-06-07 23:15:43,going to sleep,H1,P2
2023-06-07 23:16:04,bedroom fan on,H1,P2
2023-06-07 23:16:21,mosquito heat on,H1,P2
2023-06-07 23:20:29,mosquito repellent on,H3,P7
2023-06-07 23:45:48,return to lab,R1,P36
2023-06-07 23:46:51,stand fan on in my desk,R1,P36
2023-06-07 23:53:15,return to lab ,R1,P41
2023-06-08 00:46:23,stand fan off,R1,P36
2023-06-08 01:42:53,fan off,R1,P36
2023-06-08 05:07:52,ac off,H3,P7
2023-06-08 05:37:30,fam off,R1,P36
2023-06-08 06:28:44,mosquito hit off,H1,P1
2023-06-08 06:29:12,going to wake up,H1,P1
2023-06-08 06:29:23,bedroom fan of,H1,P1
2023-06-08 06:29:32,normal weather,H1,P1
2023-06-08 06:35:29,making tea,H1,P2
2023-06-08 06:35:46,bedroom fan on,H1,P2
2023-06-08 06:40:39,tea complete,H1,P1
2023-06-08 06:40:46,taking tea in bedroom,H1,P1
2023-06-08 07:01:18,bedroom fan off,H1,P2
2023-06-08 07:23:55,sweeping house,H1,P1
2023-06-08 07:34:20,mopping house ,H1,P1
2023-06-08 07:41:35,dining fan on,H1,P1
2023-06-08 07:48:04,mapping house complete,H1,P1
2023-06-08 07:55:14,turn off mosquito repellent,H3,P7
2023-06-08 07:56:37,dining fan off ,H1,P1
2023-06-08 08:23:42,lighting dhup stick,H1,P1
2023-06-08 08:35:21,flying fish,H1,P1
2023-06-08 08:43:16,complete,H1,P1
2023-06-08 08:43:44,cooking rice,H1,P1
2023-06-08 08:45:08,cutting vegetables,H1,P1
2023-06-08 08:57:58,rice complete,H1,P1
2023-06-08 08:59:26,making dal,H1,P1
2023-06-08 09:08:46,Dal complete,H1,P1
2023-06-08 09:11:59,hitting dice,H1,P1
2023-06-08 09:19:04,hitting rice complete,H1,P1
2023-06-08 09:20:16,Dusting and mopping the house ,H3,P7
2023-06-08 09:20:19,frying onion ginger garlic and hitting dal ,H1,P1
2023-06-08 09:28:14,Dal complete,H1,P1
2023-06-08 09:34:43,dining fan on,H1,P1
2023-06-08 09:37:51,eating rice,H1,P1
2023-06-08 09:43:01,cutting mango,H1,P1
2023-06-08 10:05:40,cleaning table,H1,P1
2023-06-08 10:10:25,dining fan of,H1,P1
2023-06-08 10:14:05,washing dishes,H1,P1
2023-06-08 10:17:03,complete,H1,P1
2023-06-08 10:17:12,cleaning kitchen,H1,P1
2023-06-08 10:20:39,complete,H1,P1
2023-06-08 10:46:57,roasted papad,H3,P7
2023-06-08 10:47:14,cooked gourd-chickpea,H3,P7
2023-06-08 10:48:20,came to lab ,R1,P40
2023-06-08 11:08:42,stand fan on in my desk,R1,P36
2023-06-08 11:21:07,frying snake gourd from 11 a.m. approx. ,H7,P16
2023-06-08 11:30:34,stand fan off,R1,P36
2023-06-08 11:37:21,frying bitter gourd with potatoes and bottle gourd skin,H7,P16
2023-06-08 11:59:47,dining fan on,H1,P1
2023-06-08 12:05:27,frying fishes,H7,P16
2023-06-08 12:06:28,frying fishes with Kadai lid on,H7,P16
2023-06-08 12:10:44,dining fan off,H1,P1
2023-06-08 12:14:13,came to lab,R1,P42
2023-06-08 12:29:53,dining fan on,H1,P1
2023-06-08 12:39:02,dining fan off,H1,P1
2023-06-08 13:05:05,return to lab,R1,P37
2023-06-08 13:51:01,return to lab,R1,P39
2023-06-08 14:24:52,return to lab,R1,P41
2023-06-08 15:13:26,going out from lab ,R1,P37
2023-06-08 15:33:11,making tea,H1,P1
2023-06-08 15:33:57,going out for tea,R1,P42
2023-06-08 15:37:09,complete,H1,P1
2023-06-08 15:38:39,taking tea in bedroom,H1,P1
2023-06-08 15:42:50,return to lab,R1,P42
2023-06-08 15:57:45,turned off AC,H3,P8
2023-06-08 15:58:12,came to lab ,R1,P40
2023-06-08 16:32:33,Debolina reading,H1,P1
2023-06-08 16:52:35,going out from lab ,R1,P41
2023-06-08 17:12:01,return to lab ,R1,P41
2023-06-08 17:31:03,going out from lab ,R1,P40
2023-06-08 17:44:29,done cooking vermicelli upma and tea,H3,P7
2023-06-08 17:46:52,turned on AC,H3,P8
2023-06-08 17:49:07,going out for washroom,R1,P42
2023-06-08 17:51:43,return to lab,R1,P42
2023-06-08 18:21:26,turned off AC ,H3,P8
2023-06-08 18:35:10,turned on AC ,H3,P8
2023-06-08 18:35:13,turned on AC ,H3,P8
2023-06-08 18:43:02,going out from lab,R1,P41
2023-06-08 18:43:48,turned off AC ,H3,P8
2023-06-08 18:43:50,turned off AC ,H3,P8
2023-06-08 19:10:34,leaving lab,R1,P42
2023-06-08 20:04:48,return to lab,R1,P41
2023-06-08 20:10:17,Shallow frying lentil paste at 4:40 pm approx. ,H7,P16
2023-06-08 20:10:41,making stuffed paratha at 8:00 pm,H7,P16
2023-06-08 20:11:06,return to lab,R1,P36
2023-06-08 20:11:17,stand fan on in my desk,R1,P36
2023-06-08 20:28:52,dining fan on,H1,P1
2023-06-08 20:42:25,stand fan off,R1,P36
2023-06-08 20:59:34,bedroom fan on,H1,P2
2023-06-08 20:59:51,dining fan off,H1,P2
2023-06-08 21:12:36,return to lab,R1,P37
2023-06-08 21:12:55,stand fan around my desk,R1,P37
2023-06-08 21:19:53,return to lab,R1,P39
2023-06-08 21:20:40,cutting potato,H1,P1
2023-06-08 21:21:16,going out from lab,R1,P41
2023-06-08 21:23:09,cutting complete,H1,P1
2023-06-08 21:23:27,boiling potato,H1,P1
2023-06-08 22:11:01,turned on mosquito repellent,H3,P8
2023-06-08 22:11:08,turned on AC,H3,P8
2023-06-08 22:16:59,turned on mosquito repellent ,H3,P7
2023-06-08 22:47:45,light off,H3,P7
2023-06-08 23:12:09,making roti,H1,P1
2023-06-08 23:13:46,dining fan on,H1,P1
2023-06-08 23:14:09,Roti complete,H1,P1
2023-06-08 23:16:27,fry Chilli,H1,P1
2023-06-08 23:21:48,cutting mango and banana,H1,P1
2023-06-08 23:21:59,eating dinner,H1,P1
2023-06-08 23:33:01,cleaning table,H1,P1
2023-06-08 23:38:50,washing dishes,H1,P1
2023-06-08 23:39:14,return to lab,R1,P39
2023-06-08 23:42:32,jackfruit peels along with other vegetable peels are in kitchen from 11:30 am to 9:00 am next day,H7,P16
2023-06-08 23:43:00,cleaning kitchen,H1,P1
2023-06-08 23:44:05,sleeping in dining,H1,P1
2023-06-08 23:46:06,closing kitchen,H1,P1
2023-06-08 23:51:36,return to lab ,R1,P41
2023-06-08 23:52:23,stand fan on in my desk,R1,P36
2023-06-09 00:02:29,mosquito hit on,H1,P1
2023-06-09 00:08:22,stand fan off,R1,P36
2023-06-09 03:00:34,going out from lab,R1,P41
2023-06-09 05:59:52,turned on AC ,H3,P8
2023-06-09 06:47:14,dining fan off,H1,P1
2023-06-09 06:47:50,mosquito heat up,H1,P1
2023-06-09 06:48:10,going to wake up,H1,P1
2023-06-09 06:48:24,normal weather,H1,P1
2023-06-09 06:55:57,making tea,H1,P1
2023-06-09 07:02:20,complete,H1,P1
2023-06-09 07:02:50,dining fan on,H1,P1
2023-06-09 07:14:06,dining fan of,H1,P1
2023-06-09 07:24:59,sweeping house,H1,P1
2023-06-09 07:45:03,mopping house,H1,P1
2023-06-09 07:56:01,dining fan on,H1,P1
2023-06-09 08:03:41,dining fan off,H1,P1
2023-06-09 08:26:19,lighting dhup stick,H1,P1
2023-06-09 08:28:45,cutting potato,H1,P1
2023-06-09 08:29:39,complete,H1,P1
2023-06-09 08:29:51,cooking rice,H1,P1
2023-06-09 08:31:17,cutting goard ginger garlic onion,H1,P1
2023-06-09 08:38:41,cutting complete,H1,P1
2023-06-09 08:45:29,cooking rice complete,H1,P1
2023-06-09 08:45:37,making dal,H1,P1
2023-06-09 08:45:52,boiled 4 cups of tea,H3,P7
2023-06-09 08:53:30,Dal complete,H1,P1
2023-06-09 08:55:18,turn off mosquito repellents,H3,P7
2023-06-09 08:58:35,frying paneer,H3,P7
2023-06-09 09:00:32,hitting rice,H1,P1
2023-06-09 09:01:59,return to lab,R1,P37
2023-06-09 09:03:54,rice complete,H1,P1
2023-06-09 09:04:40,flying onion ginger garlic and heating dal,H1,P1
2023-06-09 09:08:02,making upma,H3,P7
2023-06-09 09:13:54,daal complete,H1,P1
2023-06-09 09:14:03,dining fan on,H1,P1
2023-06-09 09:14:37,frying egg,H1,P1
2023-06-09 09:19:00,complete,H1,P1
2023-06-09 09:19:11,eating rice,H1,P1
2023-06-09 09:37:10,frying egg,H1,P1
2023-06-09 09:39:16,making of chana masala from 9:10 a.m.,H7,P16
2023-06-09 09:41:48,complete,H1,P1
2023-06-09 09:42:01,eating rice,H1,P1
2023-06-09 09:55:20,dining fan of,H1,P1
2023-06-09 09:55:31,cleaning table,H1,P1
2023-06-09 10:40:26,bedroom fan on,H1,P1
2023-06-09 10:53:44,"frying spiny gourd with exhaust on, window open",H7,P16
2023-06-09 11:00:21,frying aalo-paneer paratha,H3,P7
2023-06-09 11:18:22,bedroom fan of,H1,P1
2023-06-09 11:18:40,came to lab ,R1,P40
2023-06-09 11:29:33,cleaning dishes,H1,P1
2023-06-09 11:33:17,frying and cooking potatoes,H7,P16
2023-06-09 11:36:40,complete,H1,P1
2023-06-09 12:09:29,going out from lab ,R1,P37
2023-06-09 12:09:37,going out from lab,R1,P36
2023-06-09 12:17:11,return to lab,R1,P39
2023-06-09 12:21:30,frying fishes and making fish soup from 12:00 pm approx to 12:20 pm,H7,P16
2023-06-09 12:23:21,came to lab,R1,P42
2023-06-09 12:23:23,came to lab,R1,P42
2023-06-09 12:32:49,bedroom fan on,H1,P1
2023-06-09 12:52:10,return to lab,R1,P41
2023-06-09 12:52:18,return to lab,R1,P37
2023-06-09 12:52:19,return to lab,R1,P37
2023-06-09 12:55:56,return to lab,R1,P36
2023-06-09 13:14:30,turned on the AC,H3,P7
2023-06-09 13:31:06,bedroom fan off,H1,P1
2023-06-09 14:00:14,return to lab,R1,P39
2023-06-09 14:07:28,going out from lab,R1,P41
2023-06-09 14:07:38,going out from lab,R1,P41
2023-06-09 14:07:40,going out from lab,R1,P41
2023-06-09 14:09:00,going out from lab,R1,P41
2023-06-09 14:09:58,going out from lab ,R1,P40
2023-06-09 14:42:11,raining outside,R1,P37
2023-06-09 14:42:14,Raining outside,R1,P42
2023-06-09 14:42:26,taking rest,R1,P39
2023-06-09 14:43:39,Current off,R1,P42
2023-06-09 14:43:49,current off,R1,P37
2023-06-09 14:49:08,going out from lab,R1,P37
2023-06-09 14:49:12,going out from lab,R1,P41
2023-06-09 15:07:06,current on ,R1,P37
2023-06-09 16:08:55,came to lab ,R1,P40
2023-06-09 17:27:49,going out from lab,R1,P41
2023-06-09 17:46:27,tea complete,H1,P1
2023-06-09 18:10:20,return to lab,R1,P41
2023-06-09 18:25:19,going out from lab ,R1,P40
2023-06-09 18:54:04,lighting dhup stick,H1,P1
2023-06-09 18:58:57,cutting potato onion ginger and garlic,H1,P1
2023-06-09 19:06:54,cutting complete,H1,P1
2023-06-09 19:07:15,making ghugni,H1,P1
2023-06-09 19:16:05,dining fan on,H1,P1
2023-06-09 19:21:22,leaving lab,R1,P42
2023-06-09 19:26:39,making tea,H1,P1
2023-06-09 19:30:06,tea complete,H1,P1
2023-06-09 09:31:59,yesterday morning breakfast vegetable frying at kitchen,H9,P19
2023-06-09 09:32:09,yesterday noon tea kitchen,H9,P19
2023-06-09 09:32:49,yesterday afternoon rice boiling daal making and vegetable cooking for 1 hour at kitchen,H9,P19
2023-06-09 09:33:18,yesterday night tea making at kitchen,H9,P19
2023-06-09 09:33:30,yesterday night roti making at kitchen,H9,P19
2023-06-09 20:18:23,frying onion ginger and garlic and heating ghugni ,H1,P1
2023-06-09 20:19:20,frying onion ginger garlic and heating ghugni ,H1,P1
2023-06-09 20:33:07,complete,H1,P1
2023-06-09 20:35:32,bedroom fan on,H1,P2
2023-06-09 20:36:09,dining fan off,H1,P2
2023-06-09 20:42:20,making luchi,H1,P1
2023-06-09 21:00:19,complete,H1,P1
2023-06-09 21:01:45,bedroom fan off,H1,P1
2023-06-09 21:02:03,dining fan on,H1,P1
2023-06-09 21:02:18,eating dinner,H1,P1
2023-06-09 21:20:24,cleaning table,H1,P1
2023-06-09 21:26:00,washing dishes,H1,P1
2023-06-09 21:30:12,frying fishes,H7,P16
2023-06-09 21:30:13,complete,H1,P1
2023-06-09 21:30:30,closing kitchen,H1,P1
2023-06-09 21:30:42,dining fan off,H1,P1
2023-06-09 21:40:59,going out from lab,R1,P37
2023-06-09 22:41:02,return to lab ,R1,P37
2023-06-09 22:59:45,bedroom fan on,H1,P1
2023-06-09 22:59:55,going to sleep,H1,P1
2023-06-09 23:55:46,going out from lab ,R1,P37
2023-06-10 00:21:40,going out from lab,R1,P41
2023-06-10 00:56:41,window AC off ,R1,P39
2023-06-10 01:00:50,going out for room ,R1,P39
2023-06-10 05:47:45,going to wake up,H1,P1
2023-06-10 05:47:58,bedroom fan of,H1,P1
2023-06-10 06:00:50,making tea,H1,P1
2023-06-10 06:04:22,complete,H1,P1
2023-06-10 07:15:13,sweeping house,H1,P1
2023-06-10 07:24:59,cutting vegetables,H1,P1
2023-06-09 21:00:29,tea making kitchen,H9,P19
2023-06-10 07:30:55,mopping house,H1,P1
2023-06-10 07:40:19,dining fan on,H1,P1
2023-06-10 07:42:54,mopping complete,H1,P1
2023-06-10 07:43:21,making dal,H1,P1
2023-06-10 07:53:58,cutting complete,H1,P1
2023-06-10 07:57:14,Dal complete,H1,P1
2023-06-10 07:57:21,cooking rice,H1,P1
2023-06-10 07:57:36,dining fan off,H1,P1
2023-06-10 08:06:10,rice complete,H1,P1
2023-06-10 08:24:26,lighting dhup stick,H1,P1
2023-06-10 08:30:22,heating rice,H1,P1
2023-06-10 08:35:49,rice complete,H1,P1
2023-06-10 08:49:45,bedroom fan on,H1,P1
2023-06-10 09:05:43,bedroom fan off,H1,P1
2023-06-10 09:52:37,Frank Chilli,H1,P1
2023-06-10 09:54:49,frying egg,H1,P1
2023-06-10 09:56:33,complete,H1,P1
2023-06-10 09:56:51,dining fan on,H1,P1
2023-06-10 09:57:01,eating rice,H1,P1
2023-06-10 10:02:14,frying carrots,H7,P16
2023-06-10 10:06:36,cleaning table,H1,P1
2023-06-10 10:09:10,dining fan off,H1,P1
2023-06-10 10:10:06,boiling eggs,H7,P16
2023-06-10 10:31:56,making Daliya,H1,P1
2023-06-10 10:34:07,dining fan on,H1,P1
2023-06-10 10:40:35,dining fan of,H1,P1
2023-06-10 10:50:23,cooking pointed gourd and potato curry,H7,P16
2023-06-10 10:50:45,boiling rice,H7,P16
2023-06-10 10:51:31,Daliya complete,H1,P1
2023-06-10 11:39:24,frying boiled eggs from 11:33 a.m.,H7,P16
2023-06-10 11:47:46,return to lab,R1,P36
2023-06-10 12:07:54,dining fan on,H1,P1
2023-06-10 12:08:04,eating Daliya,H1,P1
2023-06-10 12:17:31,frying brinjal,H7,P16
2023-06-10 12:19:54,cleaning table,H1,P1
2023-06-10 12:20:07,dining fan off,H1,P1
2023-06-10 12:24:38,bedroom fan on,H1,P1
2023-06-10 12:38:36,dry roasting of mixed spices,H7,P16
2023-06-10 12:58:12,stand fan on for 30 mins in my desk and continue,R1,P36
2023-06-10 13:17:36,return to lab,R1,P41
2023-06-10 13:17:59,stand fan off,R1,P36
2023-06-10 13:20:55,frying brinjal with exhaust and window off,H7,P16
2023-06-10 13:20:57,frying brinjal with exhaust and window off,H7,P16
2023-06-10 13:21:44,sleeping ,A1,P28
2023-06-10 13:21:44,sleeping ,A1,P28
2023-06-10 13:21:52,"sleeping 
",A1,P28
2023-06-10 13:44:31,going out from lab,R1,P41
2023-06-10 13:44:56,going out from lab,R1,P36
2023-06-10 13:48:04,entered house.,H3,P7
2023-06-10 14:03:13,AC on,R2,P43
2023-06-10 14:03:25,too hot outside ,R2,P43
2023-06-10 15:06:31,going out for gym,R2,P43
2023-06-10 15:36:10,return to lab,R1,P41
2023-06-10 15:36:10,return to lab,R1,P36
2023-06-10 16:10:10,stand fan off,R1,P36
2023-06-10 16:31:08,bedroom fan off ,H1,P1
2023-06-10 16:35:24,making tea,H1,P1
2023-06-10 16:38:13,complete,H1,P1
2023-06-10 17:45:23,dining fan on,H1,P1
2023-06-10 18:23:18,dining fan on,H1,P1
2023-06-10 18:32:33,dining fan on,H1,P1
2023-06-10 18:37:14,dining fan off,H1,P1
2023-06-10 18:50:11,lighting dhup stick,H1,P1
2023-06-10 19:08:51,return to lab,R1,P39
2023-06-10 19:30:00,going out from lab,R1,P41
2023-06-10 20:19:41,dining fan off,H1,P1
2023-06-10 20:28:55,going out,R2,P43
2023-06-10 20:29:06,bedroom fan on,H1,P1
2023-06-10 20:29:07,bedroom fan on,H1,P1
2023-06-10 20:31:52,return to lab,R1,P37
2023-06-10 20:31:55,return to lab,R1,P37
2023-06-10 20:51:48,making Suji,H1,P1
2023-06-10 21:01:02,Suji complete,H1,P1
2023-06-10 21:17:20,making porota,H1,P1
2023-06-10 21:26:10,parota complete,H1,P1
2023-06-10 21:26:26,dining fan on,H1,P1
2023-06-10 21:26:36,bedroom fan off,H1,P1
2023-06-10 21:28:04,"Entering the room 

",A1,P28
2023-06-10 21:28:10,Entering the room ,A1,P28
2023-06-10 21:28:14,Entering the room ,A1,P28
2023-06-10 21:30:04,eating dinner,H1,P2
2023-06-10 21:35:16,return to lab,R1,P39
2023-06-10 21:35:22,window AC off,R1,P39
2023-06-10 21:35:46,cutting mango,H1,P2
2023-06-10 21:35:57,eating mango,H1,P2
2023-06-10 21:38:08,cleaning table,H1,P2
2023-06-10 21:45:59,washing dishes,H1,P2
2023-06-10 21:46:27,dining fan off,H1,P2
2023-06-10 21:46:47,bedroom fan on,H1,P2
2023-06-10 21:50:48,cleaning dishes complete,H1,P1
2023-06-10 21:51:10,closing kitchen,H1,P1
2023-06-10 22:18:38,mosquito hit on,H1,P1
2023-06-10 22:19:13,going out from lab,R1,P37
2023-06-10 22:19:30,going out from lab,R1,P36
2023-06-11 00:09:49,return to lab,R1,P36
2023-06-11 00:10:03,stand fan on in my desk,R1,P36
2023-06-11 00:10:04,return to lab ,R1,P37
2023-06-11 00:26:10,return to lab,R1,P41
2023-06-11 00:28:31,turned on AC and mosquito repellent ,H3,P7
2023-06-11 00:40:59,stand fan off,R1,P36
2023-06-11 00:51:08,AC Off,H3,P7
2023-06-11 01:22:26,fan on,R1,P41
2023-06-11 03:03:00,Return to Room,R1,P36
2023-06-11 03:03:31,Window Open in room,R1,P36
2023-06-11 03:03:44,fan on in room,R1,P36
2023-06-11 03:08:40,going to bring water in room,R1,P36
2023-06-11 03:13:41,return to room,R1,P36
2023-06-11 05:34:58,going to sleep,R1,P36
2023-06-11 06:05:34,bedroom fan off,H1,P1
2023-06-11 06:05:45,normal weather,H1,P1
2023-06-11 06:06:04,going to wake up,H1,P1
2023-06-11 06:06:30,mosquito hit up,H1,P1
2023-06-11 06:24:22,making tea,H1,P1
2023-06-11 06:27:44,complete,H1,P1
2023-06-11 06:47:03,making tea,H1,P1
2023-06-11 06:49:04,complete,H1,P1
2023-06-11 06:50:55,taking tea in bedroom,H1,P1
2023-06-11 07:14:36,sweeping house,H1,P1
2023-06-11 07:27:59,mopping house,H1,P1
2023-06-11 07:30:38,dining fan on,H1,P1
2023-06-11 07:40:37,mopping complete,H1,P1
